0		6.363179
1		5.715524
2		5.480718
3		5.083144
4		4.857056
20		4.843533
5		4.75971
14		4.458292
19		4.350129
22		4.179892
6		4.053869
17		3.938884
16		3.888713
7		3.857925
8		3.53583
9		3.314691
10		3.287754
11		3.230836
12		3.176477
23		2.470988
15		2.406899
13		2.039435
24		1.849746
21		1.525359
18		0.263087
